id;surtitre;titre
7727;AVELINE-DUBACH N., 2013;Foreign investment in China real estate, global versus régional investment strategies 
7728;AVELINE-DUBACH N., 2013;La financiarisation des marchés immobiliers en Asie de l’Est, comparaison Tokyo et Hong Kong (en japonais)
7729;AVELINE-DUBACH N., 2013;Traduction Français-japonais  du chapitre d'ouvrage de R. Takamura (2013) : Les espaces funéraires à Séoul, une histoire marquée par l’expérience coloniale
7730;AVELINE-DUBACH N., 2013;La destruction créatrice: éclatement du modèle de tombe familiale et libération des forces d'innovation dans l'industrie funéraire nipponne
7731;AVELINE-DUBACH N., 2013;La renaissance de l'industrie funéraire à Shanghai, cas exemplaire pour la Chine
7732;AVELINE-DUBACH N., 2013;Au prisme de la ville ‘privée’, retour sur les trajectoires urbaines de Tokyo et Hong Kong 
7733;AVELINE-DUBACH N., 2013;<em> en japonais pour le quotidien Asahi Shimbun de Kita-Kyushu sur les résultats de notre recherche sur la revitalisation de Kita-Kyushu</em>
7734;AVELINE-DUBACH N., FAURE A. GAUTIER M., 2013;Les défis du déclin démographique et de la croissance métropolitaine, focale sur les expérimentations territoriales au Japon et au Canada
7735;BAUD I., SCOTT D., PFEFFER K., SYDENSTRICKER-NETO J., DENIS E., CONSUELO MUGURUZA MINAY L., 2013;<em> Spatial Knowledge Management in Urban Local Government: E-Governance in India, Brazil, South Africa, and Peru</em>
7736;DENIS E., 2013;<em>notice « Dhaka »</em>
7737;DENIS E., 2013;<em>Le Caire, une effervescence populaire</em>
7738;DUBOS-PAILLARD E., PROVITOLO D., 2013;Analysis of the Cascading Disasters that Occurred In Japan In March 2011 Using Ontology of Risk
7739;DUROUDIER S., 2013;Intermediate cities in the US : discussing the thresholds of a category
7740;GIRAUD T., GRASLAND C., LAMARCHE-PERRIN R., DEMAZEAU Y., VINCENT J.M., 2013;Identification of International Media Events by Spatial and Temporal Aggregation of RSS Flows of Newspapers. Application to the Case of the Syrian Civil War between May 2011 and December 2012.
7741;GRASLAND C., BARON M., BENNASR A., GUERIN-PACE F., DE. RUFFRAY S., 2013;Dilemmes de la réforme régional tunisienne 
7742;GRASLAND C., GUERIN-PACE F., 2013;<em>Avoir 20 ans en Tunisie : Des visions intérieures et littorales</em>
7743;GRASLAND C., LE TEXIER M., 2013;Une famille de mesures du niveau et de la dynamique d’internationalisation des territoires
7744;PETSIMERIS P., 2013;Urban transformations in Europe and the Urban Transformation of Europe
7745;PETSIMERIS P., 2013;Ordine, Spazio, Divisione: analisi dei modelli e pratiche nelle metropoli europee del primo novecento
7746;PETSIMERIS P., 2013;‘Citius, altius, fortius’ Producing space for cosmopolis, urban development in Olympic cities in Europe.
7747;PETSIMERIS P., 2013;Citta? e urbanizzazione in Europa in un contesto di crisi economica
7748;PETSIMERIS P., SANCHEZ AGUILERA D., 2013;Measuring and interpreting ethnic segregation in European Metropoli: recent analysis from Spain and Italy
7749;PRÉVÉLAKIS G. (dir), 2013;<em>Géopolitique des civilizations. Huntington, 20 ans après</em>
7750;PRÉVÉLAKIS G., 2013;--------
7751;PRÉVÉLAKIS G., 2013;Introduction
7752;RAMAN B., DENIS E., 2013;The Paper Promises of Digitization: Digitizing Spatial Information for Planning in the Chennai Metropolis
7753;RHEIN C., 2013;Gentrification processes : how many ? How resistible ? The case of Metropolitan Paris (1982-2007)
7754;RHEIN C., 2013;Densités et inégalités socioéconomiques dans les Hauts-de-Seine
7755;RHEIN C., 2013;L'Etat, théories et méthodes dans une perspective pluridisciplinaire
7756;RHEIN C., 2013;Structures sociodémographiqus et dynamiques urbaines dans la métropole parisienne
7757;SCHMOLL C., 2013;Irregular migration to Southern European Islands 
7758;SCHMOLL C., 2013;Introvabile Europa?  Seconde generazioni e identità europea, una zona d’ombra nelle ricerche francesi
7759;SCHMOLL C., 2013;Gendered geographies of Power in Borderland Europe
7760;WEBER S, ZRINSCAK G. (dir), 2013;<em>La campagne, autrement</em>
7761;WEBER S., ZRINSCAK G., 2013;La campagne pour elle-même
7762;ZRINSCAK G., 2013;Pour une géographie des pratiques socio-culturelles rurales : essai sur les lotos des campagnes
7763;ASCHAN-LEYGONIE C., BAUDET-MICHEL S., 2014;Les inégalités de santé respiratoire entre les villes. Dimensions socio-économiques et environnementales 
7764;AVELINE-DUBACH N., 2014;The impediments of REIT development in China — beyond the “immaturity” of China's finance and investment-grade property supply 
7765;AVELINE-DUBACH N., 2014;Japon-Chine, d’une bulle l’autre ?
7766;AVELINE-DUBACH N., 2014;The response to urban and regional shrinkage by railway operators, an approach from a French perspective
7767;AVELINE-DUBACH N., 2014;<em>Les moteurs de l’innovation dans l’industrie funéraire japonaise</em>
7768;AVELINE-DUBACH N., 2014;New patterns of property investment in ‘post-bubble’ Tokyo : the shift from land to real estate as a financial asset
7769;AVELINE-DUBACH N., 2014;Understanding globalization in urban Asia moving from single to plural dimensions and scales
7770;AVELINE-DUBACH N., JOU S-C., HSIAO M. (ed), 2014;<em>Globalization and new intra-urban dynamics in Asian cities</em>
7771;BAUD I., DENIS E., PFEFFER K., SYDENSTRICKER-NETO J., SCOTT D., SUTHERLAND C., RICHTER C., 2014;<em>Mapping City Visions: Integrating Mega-projects in Urban Development</em>
7772;BAUD I., PFEFFER K., SCOTT D., DENIS E., SYDENSTRICKER-NETO J., 2014;<em>Participatory 'Spatial' Knowledge Management Configurations in Metropolitan Governance Networks for Sustainable Development</em>
7773;BAUD I., SCOTT D., PFEFFER K., SYDENSTRICKER-NETO J., DENIS E., 2014;Digital and spatial knowledge management in urban governance: Emerging issues in India, Brazil, South Africa, and Peru
7774;BECKOUCHE P., BESNARD P., GRASLAND C., LAMBERT N., PECOUT H., RICHARD Y., ZANIN C., 2014;<em>Les enjeux de l'élection européenne cartes sur table</em>
7775;BOULIER J., 2014;Ressource en bois?: un matériau renouvelable mais dans quelles limites??
7776;BRENNETOT, A., GIRAUD T., GRASLAND C., LAMARCHE-PERRIN R., MATHIAN H., PLUMEJEAUD S., DE RUFFRAY S., SEVERO M., 2014;Evénement international, agenda médiatique et vision du monde : que peuvent nous apprendre les flux RSS des grands médias de presse internationale
7777;CATTAN N., 2014;Qui gouverne les portes d'entrée dans le Grand Paris?
7778;CHOPLIN A., PLANEL S., DENIS E., FIQUET E., RAMAN B., DUPRET B., 2014;<em>Les pratiques du titrement dans les villes en développement. Trois cas d’étude (Inde, Éthiopie, Mauritanie)</em>
7779;DELORME C., GRASLAND C., LAMARCHE-PERRIN M., 2014;La machine à anticiper le monde
7780;DENIS E., 2014;<em>Ville, urbanisation et propriété : Egypte, Sud-Soudan et Inde. </em>
7781;DEPREST F., 2014;<em>Des géographes et des guerres</em>
7782;DUBOS-PAILLARD E., LANGLOIS P., 2014;De l'ontologie du domaine de la croissance urbaine à celle d'un modèle de croissance dynamique sour SpaCelle
7783;DUBOS-PAILLARD E., MA K., LANGLOIS P., TAILLANDIER P., et SAMIE R. (dir), 2014;<em>Simulation prospective des dynamiques d’occupation des sols à l’horizon 2050 dans le triangle Aix en Provence – Manosque et Cavaillon</em>
7784;DUROUDIER S., 2014;Measure the trajectories of social discontinuities: the case of Tampa, FL
7785;DUROUDIER S., 2014;Les divisions socio-spatiales dans les villes intermédiaires des Etats-Unis. Perspectives de recherche à partir de la notion de discontinuité
7786;GRASLAND C., VINCENT J.M., DE RUFFRAY S., 2014;Chroniques mar(S/L)iennes : le territoire comme agrégateur spatio-temporel de trajectoires
7787;KENNEDY L., VARREL A., DENIS E., DUPONT V., DHANALAKSHMI R., ROUMEAU S., SAHARAN T., 2014;<em>Engaging with Sustainability Issues in Metropolitan Chennai.</em>
7788;PETSIMERIS P., 2014;Recent Mobility Dynamics of Southern European Urban Systems : from de-urbanization to reurbanization ? 
7789;PETSIMERIS P., 2014;Housing and Urban Residential Segregation: european case studies
7790;PETSIMERIS P., BALL S., 2014;Has Greater London Sleepwalking to Segregation? A Diachronic Analysis
7791;PETSIMERIS P., RIMOLDI, S., 2014;Social segregation in Italy: the cases of Milan and Turin
7792;PROVITOLO D., DUBOS-PAILLARD E., MULLER J.P, 2014;Une ontologie conceptuelle du domaine des risques et des catastrophes
7793;PROVITOLO D., DUBOS-PAILLARD E., VERDIERE N., LANZA V., CHARRIER R., BERTELLE C., AZIZ-ALLOUI M.A (dir), 2014;<em>Les comportements de foule en situation de catastrophe : les comprendre pour mieux les prévenir.</em>
7794;RHEIN C., 2014;Contemporary poverty as a social construct
7795;RHEIN C., 2014;Caractéristiques socio-démographiques et composition des parcs de logements des zones de bruit autour de l'aéroport de Roissy-Charles de Gaulle
7796;RHEIN C., PALIBRK M., 2014;Formes urbaines, modes d'occupation du sol et composition sociale en zone urbaine dense : des relations inattendues à Paris
7797;RICHTER C., MISCIONE G., PFEFFER K., BAUD I., DENIS E., 2014;<em>Contested Meanings of Slum in Indian Cities: Implications (Beyond) RAY</em>
7798;SCHMOLL C., 2014;Doing Gender Geographies without Geographers. Some critical notes on the Gender Turn within French Geography
7799;SCHMOLL C., 2014;Islands as borderlands
7800;SWERTS E., PUMAIN D., DENIS E., 2014;The future of India's urbanization
7801;VERDIERE N., LANZA V.,CHARRIER R., PROVITOLO D.,DUBOS-PAILLARD E., BERTELLE C.,AZIZ-ALAOUI M.A., 2014;Mathematical modeling of human behaviors during catastrophic events
7802;ASCHAN-LEYGONIE C., BAUDET-MICHEL S., HARPET C., AUGENDRE M., LAVIE E., GRESILLON E., HECHINGER M., 2015;Comment évaluer l'exposition aux pesticides de l’air en population générale ? Enseignements d’une revue bibliographique 
7803;AVELINE-DUBACH N., 2015;<em>‘rail privé’ au Japon</em>
7804;AVELINE-DUBACH N., 2015;<em>Le Grand Tokyo, une mégalopole « à géométrie variable »</em>
7805;BARON M., GRASLAND C., DE RUFFRAY S., BENNASR A., 2015;Complexités et enjeux des mailles territoriales. Approches franco-tunisiennes par les mesures 
7806;BAUD I., SCOTT D., PFEFFER K., SYDENSTRICKER-NETO J., DENIS E., 2015;Reprint of: Digital and spatial knowledge management in urban governance: Emerging issues in India, Brazil, South Africa, and Peru
7807;BAUDET-MICHEL S., 2015;Explorer la rétraction dans l’espace : les services de soins dans le système urbain français
7808;BELAREM M., BENNASR A., GRASLAND C., 2015;Le monde vu par les étudiants de Sfax
7809;BERROIR S., DELAGE M., 2015;Mobilités et polycentrisme dans l'aire métropolitaine parisienne
7810;BERROIR S., DELAGE M., FLEURY A., FOL S.,GUÉROIS M., MAULAT J., RAAD L., VALLEE J., 2015;<em>Chapitre : Habiter les densités intermédiaires : lieux pratiqués, lieux d’ancrage et hauts lieux, in: Desjardins X., Berroir S., Fleury A., Quéva C. (dir), Lieux et hauts-lieux des densités intermédiaires. Rapport pour le PUCA (Plan Urbanisme Construction Architecture)</em>
7811;BERROIR S., GÉNEAU de LAMARLIÈRE I., PERSYN N., 2015;<em>De faibles densités ne sont pas associées à des contraintes de mobilités pour les entreprises, in : Rapport ANR FRUGAL Figures rurales de l'urbain généralisé </em>
7812;BOULIER J., DUBOS-PAILLARD E., PAVARD A., 2015;Évolution de la vulnérabilité urbaine face au risque de crue rapide dans le Gard
7813;BOULIER J., DUBOS-PAILLARD E., PAVARD A., 2015;Changement climatique et risques naturels : des populations face aux inondations 
7814;BOULIER J., SIMON L.., 2015;Géographie des forêts et du commerce mondial du bois
7815;BOULIER J., SIMON L.., 2015;La ressource forestière mondiale?: une cartographie des enjeux
7816;COMMENGES H., GIRAUD T.,BOULIER J., 2015;<em>Spatial position : Spatial Position Models, R package version 1.1.1</em>
7817;DUBOS-PAILLARD E., BOULIER J., PAVARD A, 2015;Evolution of the vulnerability of people and property to flooding in three cities of the Gard département.
7818;DUBOS-PAILLARD E.,BOULIER J., PAVARD A, 2015;Evolution de la vulnérabilité des biens et des personnes face au risque d’inondation : exemple de trois communes du Gard
7819;DUBOS-PAILLARD E.,BOULIER J., PAVARD A, 2015;Analyse de la croissance urbaine au regard de l’évolution de la réglementation en matière de risques naturels et des inondations dans trois agglomérations gardoises. 
7820;DUROUDIER S., 2015;Quelle approche des séparations socio-spatiales dans les villes intermédiaires des Etats-Unis ? 
7821;DUROUDIER S., 2015;Qu’est-ce qui fait discontinuité dans les villes intermédiaires américaines ? Le cas de Raleigh, capitale de Caroline-du-Nord
7822;GALLEZ C., MAULAT J., ROY-BAILLARGEON O., THEBERT M., 2015;Le rôle des outils de coordination urbanisme-transports collectifs dans la fabrique politique urbaine
7823;GODILLON S., VALLEE J, 2015;Inégalités socio-spatiales de risque d'accident en tant que piéton : un cumul de facteurs individuels et contextuels
7824;GRASLAND C., 2015;Flux et graphes : quelles rencontres ?
7825;GRASLAND C., BARON M., BENNASR A., DE RUFFRAY S.,  ZANIN C., 2015;Pour une analyse comparative des réformes régionales en France et en Tunisie. Esquisse d’un cadre théorique et méthodologique d’observation des territoires vécus.
7826;GRASLAND C., GIRAUD T., LAMBERT N., PECOUT H., DE RUFFRAY S., 2015;Construction d'un baromètre géomédiatique international à l'aide de flux RSS
7827;GRAVIER J., 2015;An interdisciplinary approach of urban evolution over long periods of time : theoretical and methodological aspects
7828;HIRSCHHAUSEN B. von, Löwis S., CASANOVA K., 2015;<em>Phantomgrenzen in Ostmitteleuropa : Zwischenbilanz und neu Perspektiven. Rapport pour le BmBF- Bundesministerium für Bildung und Forschung (Ministère fédéral allemand de la formation et la recherche)</em>
7829;KESTENS Y., CHAIX B., SHARECK M., VALLEE J., 2015;Comments on Melis et al. The Effects of the Urban Built Environment on Mental Health: A Cohort Study in a Large Northern Italian City. 
7830;LE BIGOT B., 2015;Saisonniers du temps libre: modalités socio-spatiales de la présence des 'hivernants' européens au Maroc
7831;LE CORRE T., 2015;<em>Finances-Marchés immobiliers- Représentations sociales de l’espace : aborder la question de la valeur</em>
7832;LE CORRE T., CITRON P., 2015;Quelle inscription spatiale pour la finance dans la ville ordinaire ?
7833;LE CORRE T., HOULLIER GUIBERT C-E., 2015;L’attractivité c’est aussi l’attrait : étude d’un dispositif métropolitain qui vise les créatifs
7834;LE GOIX R., 2015;Sports et métropoles / sports en métropoles
7835;MAULAT J., 2015;Contractualiser pour coordonner urbanisme et transport?? Regards croisés sur quatre expériences de contrats d’axes ferroviaires 
7836;NUSSBAUM F., 2015;Inaction publique et immobilisme privé : quand le renouvellement urbain échoue à Philadelphie
7837;PETSIMERIS P.,RIMOLDI S., SANCHEZ AGUILERA D., 2015;Social segregation and residential mobility in southern European cities: case studies of Milan, Turin and Barcelona
7838;PETSIMERIS P.,RIMOLDI S., SANCHEZ AGUILERA D., 2015;Urbanization in a changing context of economic growth and decline:  the cases of Spanish, Italian and Greek urban systems
7839;PRÉVÉLAKIS G., 2015;La crise grecque. Un poignard dans le dos de l’Europe?
7840;PROVITOLO D., DUBOS-PAILLARD E., VERDIERE N., LANZA V., CHARRIER R., BERTELLE C., AZIZ-ALLOUI M.A, 2015;Les comportements humains en situation de catastrophe: de l'observation à la modélisation conceptuelle et mathématique
